deenpx,expend
cdeiky,dickey
ahinsv,vanish
demrru,murder
aoptuy,payout
egrrsu,"surger,urgers"
abegnr,"banger,graben"
eehitv,thieve
efilpr,pilfer
himnos,monish
aeehrs,hearse
ceeins,nieces
himnoy,hominy
blotty,blotty
bcnoor,bronco
aaenps,"apneas,paeans"
ehhrst,thresh
ceemnt,cement
aaenpv,pavane
eiiknr,inkier
degily,edgily
erssuv,versus
eilmsy,limeys
cdeklo,locked
bbgruy,grubby
ceorrw,crower
aegsuz,gauzes
ceorrs,"corers,scorer"
cdefio,coifed
ellnuw,unwell
eikppr,kipper
cdefii,deific
denoow,wooden
adehrs,"dasher,shader,shared"
aacmot,tacoma
eehlsw,wheels
aeflms,flames
aeflmr,flamer
aagnps,pagans
aflwyy,flyway
anoprw,pawnor
afgrst,grafts
ablmty,tymbal
ehippr,hipper
eikrrs,risker
elnssy,selsyn
hoosst,"shoots,sooths"
elnssu,unless
adijno,adjoin
annosy,annoys
ceprsu,spruce
eehwyz,wheezy
bersuy,buyers
aaeitv,aviate
cgiors,corgis
hoossw,swoosh
acnnno,cannon
ceprsy,cypres
adefir,faired
adefil,"afield,failed"
choosy,choosy
annstu,suntan
ehknor,honker
iopptt,tiptop
deoopp,pooped
ehknoy,honkey
enoosz,"ozones,snooze"
imopst,impost
imopsu,opiums
eeilmr,elmier
eflmny,flymen
eimnru,murine
eimnrt,minter
ghirty,righty
eimnrv,vermin
eimnrs,miners
aggmot,maggot
aamnnv,vanman
adlnop,poland
aamnns,mannas
firstu,fruits
aemorr,"remora,roamer"
accdim,cadmic
iilloy,oilily
accdii,acidic
eekpru,peruke
gnprsu,sprung
einsuw,unwise
akqsuw,squawk
abbder,barbed
demooz,zoomed
aeelms,measle
ccklsu,clucks
diknnu,"nudnik,unkind"
elosxy,xylose
aaccos,cacaos
clostu,"clouts,locust"
iimnou,ionium
closty,"costly,octyls"
cekmru,mucker
deiklm,milked
degjsu,judges
agorsy,argosy
bejlmu,jumble
acfils,"califs,fiscal"
bcerru,curber
irsstw,wrists
agorst,"argots,groats"
afimss,massif
abdegn,banged
cmosuu,mucous
fginos,gonifs
cdehor,"chored,ochred"
deeops,depose
hpstuy,typhus
fginox,foxing
ainors,raison
morsst,storms
dgilno,doling
eeprst,"pester,peters,preset"
enrsst,sterns
agnsst,angsts
glmnoo,mongol
efortw,twofer
egotyz,zygote
alrsuw,walrus
illopw,pillow
filluw,wilful
bdnosu,bounds
hilnty,thinly
ailnvy,vainly
almqsu,qualms
eimnsz,mizens
aeinst,tisane
cegkos,geckos
ansttu,taunts
ahimor,mohair
bilmos,limbos
acirru,curari
ceikkr,kicker
aemprr,prearm
ceimno,income
aggizz,zigzag
aemprv,"revamp,vamper"
aemprt,tamper
ggnoor,gorgon
eimopr,mopier
eimops,impose
acinny,cyanin
cforst,crofts
eggjor,jogger
adeflo,"foaled,loafed"
adeflm,flamed
eeflrx,reflex
defiot,foetid
acglns,clangs
eeflrt,lefter
eeflru,"ferule,fueler,refuel"
ilmpsy,simply
eeflrs,fleers
aeknsv,knaves
abbdei,babied
ginpsu,spuing
bdekoo,booked
amnopt,"potman,tampon"
beiill,billie
ceioss,"cosies,iscose"
adefly,"deafly,flayed"
adeflw,flawed
cnoovy,convoy
adeflu,feudal
adeflr,"alfred,flared"
denoos,"noosed,odeons"
hirtty,thirty
ceiosz,cozies
aghinw,hawing
cimprs,"crimps,scrimp"
dlorty,drylot
cimpry,crimpy
cffhsu,chuffs
ilnopp,poplin
degist,digest
degisu,"guides,guised"
efrssu,fusser
aemrtu,mature
aemrtt,matter
denntu,tunned
inoqsu,quoins
aacelp,palace
deiklt,kilted
hnossy,hysons
aghins,ashing
aaglst,stalag
elpruy,purely
achhtt,thatch
aaahrs,sahara
ddeinw,winded
beilny,byline
beilnr,berlin
afirty,ratify
hilost,"holist,lithos"
adjnor,jordan
beilnu,nubile
ahknst,thanks
ddessu,sudsed
aginrv,raving
definn,finned
defrru,furred
deervv,revved
errttu,turret
eorsxy,oryxes
deippz,zipped
aabbcy,abbacy
eeilrs,relies
eeinnv,venine
aghinz,hazing
denrtu,turned
cilosy,cosily
bhorty,brothy
aghiny,haying
bhoooo,boohoo
ddhisu,dudish
loppsy,"polyps,sloppy"
abnnuy,bunyan
adrtwy,tawdry
bhknou,bohunk
cddluy,cuddly
bcenou,bounce
ilopty,polity
einrvy,vinery
deimmu,medium
chivvy,chivvy
finstu,unfits
aikops,okapis
cimnor,micron
aadist,stadia
aaglnu,laguna
aeehnv,heaven
aeehnt,ethane
aikrst,kraits
egggil,giggle
egggin,egging
ahlnop,phonal
afilmy,family
ackpsy,skycap
aeehnx,hexane
afltuy,faulty
eiinrt,tinier
bnosuw,sunbow
bennsu,bunsen
giijnv,jiving
aaglno,"agonal,analog,angola"
emoorr,roomer
emoors,morose
ahrruy,hurray
acdels,"decals,scaled"
acdelr,"cradle,reclad"
giinnn,inning
elmnsu,lumens
acdelv,calved
acdely,clayed
aiostt,taoist
eeemrt,"meeter,teemer"
aegmst,gamest
eelnos,leones
deeenv,"evened,vendee"
acekpt,packet
deeenp,"deepen,peened"
deeens,sendee
eelnov,elevon
aemnoy,yeoman
cilquy,cliquy
adflty,daftly
acdell,called
acdelo,coaled
acdeln,"candle,lanced"
acemnu,acumen
eemnyz,enzyme
acemnp,encamp
acemnr,carmen
bbegir,gibber
aehhst,"heaths,sheath"
aehhss,hashes
aflmru,armful
bbegit,gibbet
abdrwy,bawdry
clmopy,comply
bbegin,ebbing
enouvw,unwove
clmops,clomps
eehnrt,nether
eelnst,nestle
eelnsw,newels
aeelll,allele
eelnss,"lenses,lessen"
giinrw,wiring
giinrv,"riving,virgin"
hiorsu,houris
giinrt,tiring
giinrs,"rising,siring"
ackmss,smacks
ceelnr,crenel
doopry,droopy
agmprs,gramps
hhrstu,thrush
ackmsu,amucks
bblluu,bulbul
dooprs,droops
efhstt,thefts
cgilos,logics
eeekpr,keeper
chills,chills
dehttu,hutted
aefmor,"femora,foamer"
adiknp,kidnap
ehprsy,sypher
aciqtu,acquit
ginrsw,wrings
aarrsy,arrays
aairwy,airway
ahnopr,orphan
acckry,cracky
bcrssu,scrubs
ddeils,sidled
aekmrt,market
aaglnr,raglan
cilmuu,cumuli
innosu,"unions,unison"
ddeilp,piddle
aekmrr,"marker,remark"
aekmrs,"makers,masker"
achtty,chatty
ginott,toting
aaknst,"askant,tankas"
aorrst,"rostra,sartor"
aorrsw,arrows
defltu,fluted
aberuu,bureau
aaknss,kansas
egissu,guises
aennrw,wanner
deloot,"looted,toledo,tooled"
deefin,define
degjru,judger
acegls,glaces
elmpsu,plumes
efilsu,fusile
bhiops,bishop
hnortw,thrown
deeptu,depute
aaintw,"atwain,taiwan"
beehst,behest
aaintt,attain
eeehst,seethe
aaabrz,bazaar
elmors,"morels,morsel"
aclssy,classy
aeelmn,enamel
giinnw,wining
aacmsw,macaws
eilops,pilose
abikmr,imbark
allmos,slalom
aegnrt,"argent,garnet"
aelpqu,plaque
ailrty,artily
clotty,clotty
ainosv,avions
gglooy,googly
dekloy,yolked
inoops,poison
dehoos,shooed
chinru,urchin
inoopt,"option,potion"
aaprst,"satrap,sparta"
delssu,dulses
alrstu,ultras
abikmo,akimbo
gglooo,googol
affguw,guffaw
eiinos,ionise
ellqsu,quells
adellw,walled
hoprty,trophy
ahllrt,thrall
abciim,iambic
eiinoz,ionize
demssu,"mussed,sedums"
emosuy,mousey
aehhrs,rehash
demoot,mooted
affirt,tariff
demoor,"moored,roomed"
eenovz,evzone
bloswy,blowsy
imorrr,mirror
eilpzz,pizzle
dehoot,hooted
aefntt,fatten
aelsss,lasses
abiist,tibias
einpps,pepsin
giinsx,sixing
cosstu,scouts
ddehin,hidden
eelnru,unreel
ceelor,creole
ceelos,ecoles
giinsv,vising
chiill,chilli
iorrtw,worrit
ceelou,coulee
adeers,"erased,seared"
adeerr,"dearer,reader,reared,reread"
chiilt,"litchi,lithic"
chiils,lichis
adeerv,"evader,reaved"
adeert,teared
deloow,"dewool,wooled"
adeerx,exedra
deloos,"loosed,oodles,soloed"
amnnsu,unmans
ghinop,hoping
adhosw,shadow
ailmnr,marlin
dloruy,dourly
gilnty,tingly
degilm,midleg
degill,gilled
ahqssu,squash
degiln,"dingle,engild"
besssu,busses
ggikno,"gingko,ginkgo"
degilu,guiled
ilnosu,insoul
aemntx,taxmen
acnors,"acorns,carson,narcos"
degils,glides
degilr,"gilder,girdle,glider,regild"
ooprsu,porous
ooprst,troops
aabdor,"aboard,abroad"
aacjkl,jackal
ilnosy,nosily
deikrs,"dikers,risked"
eloppt,topple
afilmu,aimful
ffinsy,sniffy
amnnoy,anonym
ahkmow,mohawk
beilmo,"emboli,mobile"
bdkloo,kobold
beehop,phoebe
amnnor,norman
ffinss,sniffs
beilmw,wimble
ailosx,oxalis
beilmr,limber
lmosty,mostly
aelntt,"latent,latten,talent"
aelntu,lunate
aelntv,levant
eepppr,pepper
beilmy,blimey
aegsty,"gayest,stagey"
eeilns,"ensile,senile"
eeilnr,reline
eimnsx,minxes
eeilnp,penile
ailmno,oilman
aemssx,xmases
eimrsy,misery
aemssu,"amuses,assume"
aemsst,steams
aemsss,masses
eimnst,mentis
aeimst,samite
aamnos,samoan
aablor,aboral
denrty,trendy
ciirtv,vitric
aablov,lavabo
aamnoz,amazon
acklty,talcky
aadgio,adagio
bdeirs,"biders,brides,debris,rebids"
benosu,buenos
eeklwy,weekly
abentt,batten
benosz,bonzes
alppsu,palpus
eloors,looser
deflty,deftly
agginz,gazing
closuu,oculus
eloort,"looter,retool,tooler"
agginw,waging
aggint,gating
eginvx,vexing
agginr,raging
aggins,agings
agginp,"gaping,paging"
behint,henbit
eggilo,loggie
aeeprs,serape
ahiltw,withal
ggilwy,wiggly
abbnos,nabobs
abbnoo,baboon
beinrr,briner
eiinsx,nixies
chlost,cloths
afiqru,faquir
adehlw,whaled
eiinss,niseis
afiqrs,faqirs
cinstt,tincts
aeeprr,reaper
aakmrs,karmas
aakmrt,amtrak
alprsu,pulsar
alprsw,sprawl
aaappy,papaya
aegmrs,marges
enrrsu,"nurser,reruns"
acdemp,"camped,decamp"
ginrst,string
acdemn,camden
giinoy,yogini
acdhmr,drachm
eeelms,melees
ceiopt,poetic
amoott,tomato
eelnnt,lenten
anorwy,norway
acmnoo,monaco
abclot,cobalt
abgoot,bogota
aceemn,menace
elosuz,ouzels
afgikn,faking
aehkrs,shaker
hopstu,upshot
deilot,toiled
aehkrw,hawker
aaclpr,carpal
mnootu,mouton
deilop,dipole
ghiors,ogrish
giinor,origin
aceemz,eczema
aqrruy,quarry
abchor,broach
deeppr,repped
aelruv,valuer
deeppp,pepped
densuw,sundew
beossw,bowses
eikopr,pokier
eikops,pokies
ailors,sailor
deemow,meowed
deemot,"demote,emoted"
aceimn,"anemic,cinema,iceman"
acdens,"ascend,dances"
bbinor,ribbon
aceimr,crimea
bddemu,dumbed
abessu,abuses
dehmot,method
mnostu,mounts
aaaelz,azalea
chmstu,smutch
beflou,befoul
adikot,dakoit
alsuuv,uvulas
cehrtw,wretch
aersvw,wavers
befloo,befool
ginoow,wooing
deettv,vetted
acdent,"cadent,canted,decant"
aabcir,arabic
jnostu,juntos
cefkly,flecky
egilrt,regilt
filnsu,sinful
knostu,knouts
ehopps,shoppe
cefkls,flecks
eggmru,mugger
aeginr,"earing,gainer,regain,regina"
aegins,easing
bghilt,blight
aeginu,guinea
aahknu,kahuna
aeginw,aweing
emmort,mortem
aberty,betray
aclmtu,talcum
ahilps,"palish,phials"
aabcim,cambia
egilns,"ingles,single"
egilnr,linger
bdemmu,bummed
firyzz,frizzy
abnrwy,brawny
bdehsu,bushed
beerrv,reverb
delotu,louted
abceem,became
abinsu,nubias
ceeprt,recept
aabbbo,baobab
adlstu,adults
ceeprs,"creeps,crepes"
beeesv,beeves
ceepry,"creepy,crepey"
norsst,snorts
aelmor,morale
eglrsu,"gluers,gruels"
deeelt,delete
acmssu,sumacs
abcnor,carbon
egnoxy,oxygen
addlwy,waddly
cilopy,policy
eghino,hoeing
elmmpu,pummel
befhoo,behoof
acootv,octavo
bgiijn,jibing
deilos,"oldies,siloed,soiled"
deeelp,peeled
ghiikn,hiking
beeoot,bootee
deilor,roiled
ceikmy,mickey
dglooy,goodly
deoppt,topped
adejrr,jarred
aceemr,"amerce,raceme"
aeffgs,gaffes
aeffgr,gaffer
eenrsu,ensure
eenrst,"enters,ernest,nester,resent,tenser"
bhootx,hotbox
ceopsu,coupes
efirss,serifs
fiilvy,vilify
efirsu,furies
efirst,"refits,rifest,sifter,strife"
aeflrt,falter
aeflru,earful
efirsx,fixers
aeflry,flayer
eesssy,yesses
eelswy,wesley
eefltt,fettle
egiilr,girlie
densuu,unused
elnstu,lunets
eenopt,poteen
flooyz,floozy
amnort,matron
eeeeww,weewee
ceprtu,precut
bbelru,"burble,lubber,rubble"
cnoott,cotton
amnors,"manors,ransom,romans"
amnorr,marron
deettw,wetted
aippry,papyri
aefiry,aerify
dhistw,widths
eepruv,prevue
egsstu,"guests,gusset"
aefirr,fairer
bgnoos,bongos
eggiln,niggle
aensuy,uneasy
dmoosy,sodomy
egkmno,mekong
ainsty,"sanity,satiny"
abcdel,cabled
abcdek,backed
bdeest,bested
bdeesw,bedews
cdersy,descry
illqsu,quills
ceiktt,ticket
ainstw,twains
ainstu,austin
eoorrt,"rooter,torero"
aemnqu,manque
dennru,dunner
abcrst,bracts
ddiikk,dikdik
adgnop,dognap
adgnos,gonads
adgnor,dragon
abcder,braced
ehmruy,rheumy
ffinpu,puffin
dejlot,jolted
blmnuy,numbly
aaffir,"affair,raffia"
ellpru,puller
dejmpu,jumped
ceehls,leches
ceehlr,lecher
behort,bother
aerstx,"extras,taxers"
innpsu,unpins
aaffim,maffia
ceehly,lychee
eloprs,"lopers,polers,proles,sloper"
aegrty,gyrate
eloprv,plover
eloprw,plower
ehlssu,lushes
inrsxy,syrinx
cdorss,scrods
egggno,eggnog
akmpru,markup
aaddsu,audads
ehirsw,wisher
ehirsv,"shiver,shrive"
aeelnr,leaner
ehirst,theirs
ggnruy,grungy
addlno,donald
aenstu,unseat
aacntv,vacant
adennp,panned
efmorr,"former,reform"
emooss,osmose
adennt,tanned
adennu,duenna
aehhlt,health
aklsty,stalky
aadmmn,madman
eefrsv,fevers
acdekt,tacked
bdemoo,boomed
elmnpu,"lumpen,plenum"
acdekp,packed
acdekr,"arcked,racked"
acdeks,"casked,sacked"
cdenno,conned
cffotu,"cutoff,offcut"
acdeky,yacked
ahrrtu,arthur
aerstv,"averts,starve,vaster"
ccopuy,occupy
delosy,"yodels,yodles"
aegggr,gagger
bdemoy,embody
adopry,parody
acdekl,"calked,lacked"
cimmnu,cummin
aaghin,aahing
cchior,choric
bdemos,demobs
deersy,redyes
abblsu,babuls
hlpssy,sylphs
beeimr,"bemire,bireme"
ahknrs,shrank
deilmw,mildew
deiist,tidies
deilmp,"dimple,limped"
aaclrs,"craals,lascar,rascal,sacral,scalar"
deilmr,milder
aelrwy,lawyer
deilmo,moiled
deilmn,"limned,milden"
ddeiik,kiddie
dehksu,husked
aegkrw,gawker
cchios,chicos
abcekr,backer
besuzz,buzzes
diosww,widows
eegnry,"energy,greeny"
ejkors,jokers
dimosu,"odiums,sodium"
eegnrs,"genres,greens"
cmmsuy,scummy
cdefnu,fecund
ahoosy,yahoos
eegnrt,regent
eorsst,"rosets,sorest,stores,tosser"
aeilln,"lienal,lineal"
aceikr,cakier
ddegju,judged
aeehmr,hareem
behilt,blithe
aajnov,navajo
hiimps,impish
begoor,"booger,goober"
ciklsy,sickly
bdettu,butted
aaeksw,awakes
eknnor,kronen
bcdeio,bodice
chotuy,touchy
acgilr,garlic
accers,scarce
acgill,gallic
ainnps,pinnas
acgiln,lacing
censst,scents
censsu,census
ddeery,redyed
egiltu,glutei
aeeggr,reggae
delory,yodler
eeissz,seizes
ilopst,"pilots,pistol,spoilt"
giinpp,piping
lrstuy,sultry
giinpr,riping
cnorss,scorns
delors,"resold,solder"
delort,retold
deloru,louder
cnorsw,crowns
eemnnp,penmen
admorr,ramrod
bceiis,ibices
dinoor,indoor
aqsstu,squats
aadepr,parade
adekqu,quaked
aerssy,sayers
efisty,feisty
aagmry,magyar
firsst,firsts
ddelot,toddle
aprsty,pastry
cdeeno,encode
aerssw,"sawers,swears,wrasse"
aersst,"assert,asters,stares"
aerssu,assure
fikrsy,frisky
aioptu,utopia
eloott,tootle
aekmpu,makeup
enrtuu,untrue
aabegs,seabag
iloqru,liquor
adnrst,strand
ffiopt,tipoff
aegimp,magpie
aegims,"ageism,images"
aegimr,"gamier,mirage"
ghnosu,shogun
ghnost,thongs
deeilm,delime
ilmoss,lissom
deeils,"diesel,elides"
deeilr,"lieder,relied"
deglos,lodges
deglor,"golder,lodger"
deeilv,"levied,veiled"
abhotx,hatbox
deglov,gloved
bdiloy,bodily
deeily,eyelid
deeilx,exiled
adddoo,doodad
aennoy,anyone
eirssz,sizers
cceins,scenic
enorsz,zoners
ailstv,vitals
ceosst,"cosets,cosset"
aamnps,sampan
ceossy,coseys
eelnrt,relent
celrru,curler
adghin,"gandhi,hading"
ahlort,harlot
eeorvw,rewove
eeipss,espies
aacefr,carafe
demnor,"modern,normed,rodmen"
deglsu,sludge
dippry,drippy
ciksty,sticky
bginrs,brings
acnost,"cantos,cotans"
eioorz,oozier
elosvw,"vowels,wolves"
eeggin,geeing
eeejrr,jeerer
ddilos,dildos
bhlmuy,humbly
aabetu,bateau
eirtuv,virtue
egilno,legion
aeglsz,glazes
aerrsz,razers
aclstu,cutlas
ciinqu,quinic
bblruy,"burbly,rubbly"
eirsst,"resist,sister"
elmost,"molest,motels"
elmosu,oleums
eghist,eights
filmry,firmly
eghisw,weighs
aeglsv,gavels
aeeprv,"pareve,repave"
aeglst,aglets
aerrst,"arrest,rarest,raster,raters,starer,terras"
ceirru,currie
ailnpt,"plaint,pliant"
eginos,soigne
ailrwy,warily
deipsu,upside
ailnps,"plains,spinal"
hikmuz,muzhik
fghirt,fright
fgoort,forgot
adnsst,stands
adhpru,purdah
cehoos,choose
bbeeee,beebee
accdor,accord
eenssu,ensues
eimptu,"impute,uptime"
cdegin,ceding
cdegio,geodic
almquy,qualmy
degirs,"dirges,grides,ridges"
bdeerw,brewed
cderru,"cruder,curred"
ceruvy,curvey
bdeers,breeds
degiru,guider
degirt,girted
imostv,vomits
ademrs,"dermas,dreams,madres"
aaglrs,"argals,graals"
acdost,octads
enrrtu,"return,turner"
acdlss,scalds
ceinrw,wincer
deikps,spiked
eorrrt,terror
cceipt,pectic
aaghnr,hangar
alnoss,salons
dehitt,tithed
beilor,"boiler,reboil"
eiknrw,winker
afflos,offals
ceehms,scheme
aegruv,vaguer
abeegl,beagle
aeorrr,roarer
aegint,"eating,ingate"
aelttt,tattle
affloy,layoff
acefrr,farcer
ghnruy,hungry
eilstt,titles
deeisz,seized
ackquy,quacky
crrsuy,scurry
fklnuy,flunky
deiosv,videos
ceiprs,"precis,prices,spicer"
eprrsu,purser
acesuy,cayuse
egilnt,"gentil,tingle"
eprsuu,pursue
adpruw,upward
aoprsy,payors
enprtu,punter
aehmnt,anthem
clpstu,sculpt
bilors,broils
llnoru,unroll
iimnno,minion
eloopr,looper
fgnoos,gonofs
degllu,gulled
cgiinr,ricing
efgsuu,fugues
immstu,"mutism,summit"
afnnot,nonfat
alluvv,vulval
eelruv,velure
airstt,"artist,strait,traits"
lprssu,slurps
deillr,rilled
aelpru,pleura
aceerr,career
aceers,crease
aceert,"cetera,create"
deillw,willed
deillt,"lilted,tilled"
aaclsu,"casual,causal"
hopsuw,showup
deilln,nilled
ablpru,burlap
deillm,milled
adefrs,faders
dghosu,doughs
emnoss,mesons
ddegin,dinged
ddegil,"gilded,glided"
deemnt,dement
bbddeu,dubbed
cllors,scroll
bddelo,bolded
ddeoos,dodoes
deemns,"emends,mensed"
aceijk,jackie
diloxy,xyloid
fgilns,flings
deemno,omened
ddeoor,odored
eilnnt,linnet
bbddei,dibbed
ejlpsu,juleps
dooswy,woodsy
ddegiu,guided
ddegir,"girded,grided,ridged"
ffipsy,spiffy
fhiins,finish
cimrss,scrims
anstuv,vaunts
cgloos,cologs
ceiklt,"keltic,tickle"
ceiklu,luckie
ffstuy,stuffy
ceiklp,pickle
akprsy,sparky
ceiklr,licker
achssw,schwas
eilrst,"lister,liters,litres,relist,tilers"
ceikln,"nickel,nickle"
eilrsv,"livers,livres,silver,sliver"
rssttu,"struts,trusts"
himrst,mirths
acmott,tomcat
eknouy,unyoke
addelp,paddle
ahhrst,thrash
fiimst,misfit
efirrs,"ferris,firers,friers"
adfrst,drafts
adfrsu,frauds
cehnqu,quench
denstu,nudest
defilt,lifted
erstvy,vestry
defilr,rifled
defils,fields
adempp,mapped
acrrsy,scarry
eeflsx,flexes
aeknrw,newark
fgilnu,ingulf
adefmo,"defoam,foamed"
aeknrt,tanker
akprss,sparks
adefmr,"farmed,framed"
eeprtt,petter
eeprtu,repute
gimnru,muring
eeprtw,pewter
eeprtx,expert
defilo,foiled
defill,filled
defilm,filmed
aefist,fiesta
aallvv,valval
knoruy,koruny
ginoos,isogon
knoorr,kronor
aaartv,avatar
beflmu,fumble
aeessw,seesaw
aglryy,grayly
aeesst,teases
aefmno,foeman
deflst,delfts
eehwyy,wheyey
iiprst,spirit
eegklr,kegler
dderru,rudder
nostuy,snouty
deglno,"golden,longed"
beertv,brevet
dellwy,lewdly
beertt,better
aegilm,milage
aelstu,salute
aegilv,glaive
aegilt,ligate
deeims,demise
deeimt,itemed
cehory,ochery
emsttu,mutest
egiint,"ignite,tieing"
deglnu,"gulden,lunged"
egiinp,pieing
ademnu,unmade
accehs,caches
ddeksu,dusked
fiimny,minify
aforrw,farrow
adiosv,avoids
efilmr,refilm
fiimnr,infirm
acdden,danced
ahmmsy,shammy
adestu,sauted
eprsst,streps
achirs,chairs
hisstw,whists
cilort,lictor
adirvz,vizard
adiosu,audios
loppry,propyl
dlmnou,unmold
accehn,chance
dehhsu,hushed
dgiinp,pidgin
acdder,carded
agiinr,airing
aefinr,fainer
abeptu,upbeat
acmrss,scrams
filorv,frivol
acejkr,jacker
aeerrv,reaver
acejkt,jacket
afklss,flasks
ainpty,painty
ffgruy,gruffy
eeegmr,emerge
bcersu,cubers
abeffl,baffle
aelstv,"valets,vestal"
ehpryz,zephyr
aeekmr,remake
abjnos,banjos
acfios,fiasco
deeenw,weened
eghity,eighty
aeepsy,payees
ersuvy,survey
eilnps,"spinel,spline"
forrsu,furors
elmopy,employ
fginsu,fusing
ceikpr,picker
aeepss,"passee,peases"
aaklps,kalpas
abmotw,wombat
eghitw,weight
aahrst,arhats
bdeiim,ibidem
aeglps,plages
aahrss,harass
dknrsu,drunks
inoors,orison
aflluw,lawful
dgorsu,gourds
deklsu,sulked
imoprs,primos
imoprt,import
hiosty,toyish
aaeggr,garage
aacrtv,cravat
acemos,cameos
aaeggv,gavage
aajnns,jnanas
aclrsw,"crawls,scrawl"
ablrtu,brutal
alntuw,walnut
enorsw,"owners,resown,worsen"
aeirvw,"waiver,wavier"
eertvv,vervet
eersvw,swerve
acgikn,caking
dfloos,floods
ceoqtu,coquet
bilntz,blintz
aanppu,papuan
eegmrr,merger
ailluz,lazuli
aelsst,"leasts,slates,stales,steals,tassel,teslas"
chiint,chitin
adeepr,reaped
nprtuu,"turnup,upturn"
lopstu,poults
lmostu,moults
cikppu,pickup
aqrstu,quarts
cgilny,clingy
deortw,trowed
cgilnu,cluing
cgilns,clings
deortt,"dotter,rotted"
aabist,abatis
acinuv,vicuna
diostv,divots
imnost,"inmost,monist"
diostt,dittos
imnosy,"myosin,simony"
bbefir,fibber
ajnort,trojan
adfgly,gadfly
alrtty,"rattly,tartly"
epsssu,pusses
eorsty,"oyster,storey,toyers"
eorstx,oxters
ddeknu,dunked
eorstu,"ouster,outers,routes"
eorstt,"otters,tortes,toters"
eorstw,towers
eorstv,"stover,strove,troves,voters"
agruuy,augury
eiprrs,"priers,sprier"
dfilsu,fluids
eikmsu,muskie
eikmst,kismet
aelssv,"salves,slaves,valses"
eprstw,twerps
ghiinr,hiring
ghiinv,hiving
abcory,carboy
abcorx,boxcar
ccilos,colics
einnnr,rennin
efhrru,fuhrer
adeino,oneida
abcors,"carobs,cobras"
enptuu,tuneup
aelssw,awless
aemppr,"mapper,pamper,preamp"
aemnnp,penman
aemnnr,manner
adejru,adjure
ccssuu,cuscus
dorswy,drowsy
beimoz,zombie
bbcesu,cubebs
deinrs,"diners,rinsed,snider"
elortw,trowel
deinrv,driven
aenrtt,natter
deinrt,"tinder,trined"
deinru,"inured,ruined"
abderz,brazed
chknuy,chunky
abdery,brayed
abmnsu,busman
aenors,"reason,senora"
aeflrs,"falser,flares"
abderr,barred
abders,"bardes,beards,breads,debars,sabred"
abderv,"adverb,braved"
celmoy,comely
abderu,dauber
bgiost,bigots
aaacsv,casava
acdepp,capped
acdeps,"scaped,spaced"
acdepr,"carped,craped,redcap"
innops,pinons
akrsst,karsts
deeejr,jeered
aegmos,omegas
bdddee,bedded
ghhotu,though
egilmt,gimlet
agglsy,slaggy
ekorry,yorker
adggry,draggy
egilms,gimels
beelrs,rebels
ekorrw,"rework,worker"
efirsv,fivers
deppsu,supped
eeeinw,weenie
fhirtt,thrift
einnrw,winner
celruw,curlew
celruv,culver
elrsuy,surely
agntwy,twangy
epruvy,purvey
defimr,firmed
abcilt,baltic
bbdegu,bedbug
cciiln,clinic
abdrsu,absurd
ilmrsy,lyrism
eeinrw,"weiner,wiener"
einsvx,vixens
adenpp,"append,napped"
beprsu,superb
acehrs,"arches,casher,chares,chaser,search"
bbdego,gobbed
giinvw,wiving
bbdegi,gibbed
acehrw,chawer
cefirr,ferric
belnor,nobler
belnos,nobles
aillpr,pillar
bchity,bitchy
aeimxx,maxixe
hnorty,thorny
begirs,gibers
abklsu,baulks
deiltu,dilute
ginpty,typing
cikrty,tricky
aersuz,azures
cgikno,coking
beflry,belfry
amnory,romany
eennsu,unseen
adekky,yakked
ceijsu,juices
aersuv,suaver
aeesvw,weaves
deghis,sighed
diilmp,limpid
ailsuv,visual
defttu,tufted
belstu,"bluest,bustle,sublet,subtle"
aairst,tiaras
aaekrt,karate
blosuy,blousy
aceirr,racier
aceirs,"caries,cerias,ericas"
aorrwy,"arrowy,yarrow"
iprtuy,purity
eoprry,ropery
illpss,spills
cmopst,compts
adegsw,swaged
ddeipp,dipped
cinoss,"scions,sonics"
cinost,"tocsin,tonics"
cinosu,cousin
aciors,scoria
deentt,"detent,netted,tented"
deginn,"ending,ginned"
deentv,vented
aflmny,flyman
deortu,"detour,redout,routed,toured"
acipss,"aspics,spicas"
deentx,extend
bdeeno,debone
aflmnu,manful
bdeenr,bender
eirrss,risers
eimoty,moiety
aemrsz,mazers
epprsu,"supper,uppers"
deginy,"dingey,dyeing"
aemrsy,smeary
deginw,"dewing,winged"
cfilst,clifts
aemrst,"master,maters,stream,tamers"
aceiru,curiae
degins,"deigns,design,signed,singed"
aemrss,"marses,masers,smears"
beelrt,treble
deginp,pinged
aillmu,allium
eorrtu,"router,tourer"
eorrtv,trover
aforss,sofars
beenor,enrobe
aiklno,kaolin
aappww,pawpaw
afilor,foliar
afhrsw,wharfs
aeflsy,safely
ddefil,fiddle
aklnox,klaxon
aasssy,assays
efglor,golfer
ddestu,dusted
aaglxy,galaxy
erstuy,surety
eirrst,triers
aabdmn,badman
acekry,creaky
bdeims,"bedims,imbeds"
eensty,teensy
aeflls,fellas
begnoy,bygone
bdeimu,imbued
dimnsu,nudism
filrst,flirts
ceijnt,inject
eenstw,newest
eenstv,"events,steven"
aemsuv,mauves
eflmsu,flumes
ckosty,stocky
agiorv,virago
aanrrt,arrant
